"","V1","V2","V3"
"1",-7.86942683861623,0.325915295927997,2.24797345501235
"2",-0.220071052518565,-0.1877721461415,0.479986710520235
"3",2.7769055825622,-0.906185780565755,1.46422680445636
"4",4.95416696850974,4.78081638466265,3.60026439867624
"5",2.54048669984197,-0.676951106260476,-0.366725812029585
"6",2.8153527025115,1.76008888905352,0.0648617279864106
"7",1.54373570032859,-0.674109334911906,-0.0919818888212724
"8",3.6271142505278,0.807709464358864,-0.499254671915416
"9",-1.91334504857293,1.34960025281929,-0.992834428913246
"10",2.76867802235145,-0.567952022602523,0.502190136136354
"11",5.49410184182815,-9.86010968895813,-3.60009045874646
"12",3.42378515353335,4.42308806299794,1.46946592863375
"13",-2.99907147944588,0.672905957219166,0.39195373473795
"14",1.55721624331537,1.4211557232342,-1.81241278174065
"15",-1.86481213126973,0.121578549561279,0.0905156788245089
"16",5.9695164527266,1.03287901299511,1.35511163094917
"17",-4.86489039325917,-3.10399690791384,0.539702742051679
"18",-1.57136893512888,2.0965959872236,1.32353797661368
"19",-1.48666050166275,1.82513943295314,0.527224952924245
"20",1.55272206360064,-0.672573005883016,0.741434939486141
"21",1.53226382685759,1.72707798689471,-0.209114698433315
"22",-2.76229361442307,-4.80132678267802,0.453974584622856
"23",5.86002958988303,-2.91453140094599,1.05834101749638
"24",-7.3181359232825,0.664558756479546,-3.63566689001172
"25",-1.22052206762007,-2.88853529675642,1.28758085812237
"26",-1.18178965620407,0.696561851413604,1.19392555374413
"27",1.63656669780858,-1.670062290494,0.546570001514156
"28",-9.72279554458297,-2.34019260283799,-0.728016829830967
"29",1.57692436051339,4.26410749418031,3.18400253685698
"30",4.41106684607746,0.243459813564333,-0.975829924107414
"31",4.39266011479161,4.22389985811304,3.19952781314294
"32",0.0416523031988889,4.72567411041807,1.84421356786657
"33",-5.09606158223537,-0.0303146111179219,-1.21778920585434
"34",3.4239456752065,-0.676151449382532,-0.61785849810701
"35",-2.1615233127128,0.706213238968314,0.687993721214389
"36",0.700100037045171,2.30471000351847,-1.38807971100984
"37",0.41328241022394,0.376994574822503,-0.362335994450675
"38",-6.98148148727663,1.52653587867815,0.989084275823678
"39",3.63837570000692,2.50698900195793,0.704125414742463
"40",-1.62733019070135,-0.733041684650689,-0.24237648980964
"41",0.178602664448708,-0.905276420425923,0.588546392237945
"42",-0.571299592494921,1.40333691248496,-0.948291091262001
"43",0.130901109083847,1.78688137189845,1.01554044906221
"44",1.75028342312342,0.577031732553434,-0.258811867521973
"45",1.78005630578023,0.745913185346566,0.0669119304081201
"46",-6.49432253248337,0.953273385930212,0.690610197335462
"47",2.88070668253557,1.48927728080069,-0.957087380758116
"48",1.79243639096318,1.00741464351437,-1.57507923716314
"49",-0.454711358613799,1.1954279543438,0.0243201878766969
"50",0.409538227410155,-7.01695948188788,-0.656057616324772
"51",3.02685386440643,0.0328712774777432,-0.988571692748467
"52",0.408102247870397,7.12526233077284,-0.437909412660524
"53",4.47273970086077,1.84656526982593,-1.68785499478628
"54",2.5358145396101,-3.16571493341479,-1.96316624558462
"55",-1.10446277767545,0.864254807945729,1.00418196270349
"56",2.1121276698559,-0.372124918291911,-3.60706224281282
"57",-6.01977983328908,2.99686280025371,1.27539486840365
"58",2.8010308377932,1.77379595817276,0.0907916847609197
"59",1.55920726775764,1.8005123355064,1.15231147514474
"60",3.05887950741155,1.02781962427068,-0.912684388250179
"61",1.25095488561667,-0.558207400323074,0.115294112995114
"62",3.70736250515871,-1.43321986766059,0.141900158719755
"63",-5.14802929299284,-5.9438289261621,1.03750806800793
"64",2.82453155458199,-1.67536288323812,-1.84914942434415
"65",7.68009752208267,-6.79944925496683,-0.281536253841899
"66",-0.802621054359837,-2.59767670702904,-1.29092073283106
"67",7.6686068137489,-2.60187063983423,1.35470328868537
"68",1.66765628070512,-0.672413899136452,0.3656850487683
"69",-0.634543157569998,0.231597302208365,1.33719959065851
"70",2.50072152127638,0.157098731589677,-0.48985921967527
"71",0.81584838723247,0.524551230342088,-1.20630840442509
"72",3.95319551903958,0.377811589294101,-1.5384523839085
"73",3.69283879885028,1.64562626018014,0.154119927255289
"74",3.4195092637928,-4.77192066763593,-3.45090969863965
"75",4.4106668435672,-1.63373505225435,-3.35347965966539
"76",-9.15933263545769,1.10055558671519,0.580420843479339
"77",-1.21996170427376,-0.888415368158013,0.307650481670226
"78",4.22979497557213,-4.30336906660293,-0.359106783382176
"79",0.925308953152867,1.50299946174147,0.236538339080061
"80",-0.0423891880599992,-0.298125960912159,1.36821189939792
"81",-2.5130264187033,0.789659238898868,0.367865524009261
"82",-2.60764539194626,4.71564727530184,-0.551243495221715
"83",-1.49198832792984,-0.895065309006059,-0.883584309025926
"84",-1.22305718362843,0.100972553844712,-0.386675944069086
"85",-5.1621758795445,2.29612063133054,0.851851259116606
"86",2.84379582337801,0.339932539976672,0.135564293355097
"87",-7.45230957236826,1.05028687386822,0.336892209283422
"88",3.62594900438189,-2.71135366990056,-2.23551937842171
"89",3.63893004142138,0.664429453402333,0.0263193307727573
"90",4.65885018427097,0.376560884089379,0.671289355612939
"91",-1.83966545029994,-2.03452928085889,-0.406177741580768
"92",-4.11617236239405,-1.52767228533578,0.323379902290202
"93",1.86630607124089,-1.47057940717553,0.588031814998142
"94",-4.85003626145153,5.09938471513662,1.016276841514
"95",4.71776304813813,3.43964691150788,-1.32971302177203
"96",-5.15805584784441,-0.668696111482416,-2.20107456293473
"97",-1.54229837270488,-1.08556289439702,0.224553104270912
"98",-1.44300680963913,-1.76583014670767,0.368662800978991
"99",3.16316179246613,0.524292776643002,-0.487295585817419
"100",7.12255811743256,-6.00378468958555,-0.0121976701923193
"101",-1.20116011839706,1.16854323679464,0.847830409840314
"102",-0.294552969966759,0.108930128221523,1.01709577812958
"103",4.40155280163552,0.629893797263469,0.965213608804022
"104",0.0575642973384638,0.815185622626933,0.196955413571456
"105",1.55467877594325,0.701842008142374,0.112207420688322
"106",-1.21505158761177,1.25398606096623,-0.360875553824574
"107",5.55520497533074,-2.88223578647055,1.76810029038727
"108",5.47499133403866,0.465797130773888,0.833229175497869
"109",-0.0459809849246807,-0.319157636232291,0.846905740014409
"110",0.818359144628793,-0.0424045863956331,-0.166567927696724
"111",4.45555293815064,-0.409218377670263,0.136050476178806
"112",3.01480103450807,2.74849963288242,-1.2211662908826
"113",-1.32850001879703,3.30229734770984,3.42491183124785
"114",0.122530102134389,1.02231369325013,0.546823053187414
"115",4.6945665049391,3.29316609245055,0.847343773507548
"116",-6.46894013409755,2.24830506986447,1.47798393990452
"117",3.42501007135532,-0.761046104091932,-0.188014635656128
"118",3.45629131707329,0.691912089201635,0.51149536849397
"119",0.183989972131816,0.589491125059735,0.464496760433674
"120",-3.56577670305705,0.337283184909246,-0.178213866807455
"121",-4.06388348947448,1.3723808922174,-0.43909918404276
"122",4.04049315364913,-0.197356459335335,1.28981417768864
"123",-5.12898578195524,3.61495685126369,-1.20251135272278
"124",1.85964121063401,3.64431408470293,-0.386906633403387
"125",4.4876123208491,-4.13929325242363,-0.620448938132991
"126",0.775314162414166,-0.411323090315776,1.63545586078168
"127",3.26716974395142,-0.584304682080047,0.113870870709533
